domain,trace_id,contract_id,source_theorem,t11_status,failed_obligations,certificate_valid,postcondition_passed,post_margin,failure_reason,assumptions_used,passed,scope_note
battery,heuristic:nominal:55:dc3s_wrapped:10,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,5000.0,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
battery,heuristic:nominal:55:dc3s_wrapped:11,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,5000.0,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
battery,heuristic:nominal:55:dc3s_wrapped:12,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,5000.0,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
battery,heuristic:nominal:55:dc3s_wrapped:13,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,4789.473684210527,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
battery,heuristic:nominal:55:dc3s_wrapped:14,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,4789.473684210527,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
battery,heuristic:nominal:55:dc3s_wrapped:15,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,4789.473684210527,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
battery,heuristic:nominal:55:dc3s_wrapped:16,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,4578.947368421053,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
battery,heuristic:nominal:55:dc3s_wrapped:17,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,4368.42105263158,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
battery,heuristic:nominal:55:dc3s_wrapped:18,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,4157.894736842107,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
battery,heuristic:nominal:55:dc3s_wrapped:19,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,3947.368421052633,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
battery,heuristic:nominal:55:dc3s_wrapped:20,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,3736.8421052631593,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
battery,heuristic:nominal:55:dc3s_wrapped:21,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,3526.3157894736855,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
battery,heuristic:nominal:55:dc3s_wrapped:22,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,3368.4729089034818,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
battery,heuristic:nominal:55:dc3s_wrapped:23,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,3368.4729089034818,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
battery,heuristic:nominal:55:dc3s_wrapped:24,BATTERY.T11.safe_dispatch_runtime_witness,T11,runtime_linked,no_failed_obligations,True,True,3368.4729089034818,t11_failed_obligations:no_failed_obligations,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|BATTERY.safe_dispatch_runtime_postcondition,False,Reference runtime witness for promoted ORIUS battery dispatch rows: T11 forward obligations plus the true safe-dispatch postcondition in the battery runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-10-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,16.53710725392589,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-11-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,16.090681433222386,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-12-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.966018963930942,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-13-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.9382702344855,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-14-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.800360478399512,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-15-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.509780513672247,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-16-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.339105927348285,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-17-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.274000744235522,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-18-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.215563092165787,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-19-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.21522486813155,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-20-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.18644884734087,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-21-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.13562879609114,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-22-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.173701523221524,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-23-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.46311719137239,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-24-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.483101042100564,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-25-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.57159408442309,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-26-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.616664512263789,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-27-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.83910710116563,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-28-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.925014133679696,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-29-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,15.995060093048345,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-30-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,16.070275174856278,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-31-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,16.276336344548312,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-32-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,16.3181658196686,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-33-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,16.436192001823173,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
av,nuplan:nuplan-v1_1_train_boston-444cdb40bfb8:2021.08.18.18.32.06_veh-28_00173_00332:scene-0005:0-34-orius,AV.T11.brake_hold_runtime_lemma,T11,runtime_linked,,True,True,16.52170125636738,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|AV.brake_hold_runtime_postcondition,True,Bounded runtime lemma for promoted ORIUS AV replay rows: T11 forward obligations plus the true brake-hold postcondition in the longitudinal runtime trace.
healthcare,healthcare-orius-p001453-0,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-1,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-2,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-3,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-4,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-5,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-6,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-7,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-8,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-9,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-10,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
healthcare,healthcare-orius-p001453-11,HC.T11.fail_safe_release_runtime_lemma,T11,runtime_linked,,True,True,0.0,none,T11.coverage|T11.sound_safe_action_set|T11.repair_membership|T11.fallback_admissibility|HC.fail_safe_alert_release_postcondition,True,Bounded runtime lemma for promoted ORIUS healthcare monitoring rows: T11 forward obligations plus the true fail-safe alert-release postcondition in the MIMIC monitoring trace.
