domain,dataset,target,expected_model,metric_model_key,model_role,config_path,local_data_paths,local_data_exists,split_dir,split_complete,split_row_counts,model_artifact_path,model_artifact_exists,evaluation_metrics_path,evaluation_metrics_contains_model,calibration_artifact_path,calibration_artifact_exists,backtest_artifact_path,backtest_artifact_exists,model_card_path,model_card_exists,safety_runtime_path,safety_runtime_exists,baseline_comparison_path,baseline_comparison_exists,runtime_negative_controls_path,runtime_negative_controls_exists,runtime_ablation_path,runtime_ablation_exists,paper_artifacts,paper_artifacts_exist,model_quality_gate_status,model_quality_gate_blockers,status,notes
Battery,Germany OPSD battery/energy witness,wind_mw,dl_tcn,tcn,candidate_model,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",artifacts/models/tcn_wind_mw.pt,True,reports/week2_metrics.json,False,artifacts/uncertainty/tcn_wind_mw_conformal.json,True,artifacts/backtests/tcn_wind_mw_test.npz,True,reports/model_cards/wind_mw.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,not_in_gate,,PARTIAL,Canonical metrics file does not contain this model key for the target.
Battery,Germany OPSD battery/energy witness,wind_mw,dl_nbeats,nbeats,candidate_model,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",artifacts/models/nbeats_wind_mw.pt,True,reports/week2_metrics.json,False,artifacts/uncertainty/nbeats_wind_mw_conformal.json,True,artifacts/backtests/nbeats_wind_mw_test.npz,True,reports/model_cards/wind_mw.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,not_in_gate,,PARTIAL,Canonical metrics file does not contain this model key for the target.
Battery,Germany OPSD battery/energy witness,wind_mw,dl_tft,tft,candidate_model,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",artifacts/models/tft_wind_mw.pt,True,reports/week2_metrics.json,False,artifacts/uncertainty/tft_wind_mw_conformal.json,True,artifacts/backtests/tft_wind_mw_test.npz,True,reports/model_cards/wind_mw.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,not_in_gate,,PARTIAL,Canonical metrics file does not contain this model key for the target.
Battery,Germany OPSD battery/energy witness,wind_mw,dl_patchtst,patchtst,candidate_model,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",artifacts/models/patchtst_wind_mw.pt,True,reports/week2_metrics.json,False,artifacts/uncertainty/patchtst_wind_mw_conformal.json,True,artifacts/backtests/patchtst_wind_mw_test.npz,True,reports/model_cards/wind_mw.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,not_in_gate,,PARTIAL,Canonical metrics file does not contain this model key for the target.
Battery,Germany OPSD battery/energy witness,solar_mw,baseline_gbm,gbm,release_model,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",artifacts/models/gbm_lightgbm_solar_mw.pkl,True,reports/week2_metrics.json,True,artifacts/uncertainty/gbm_solar_mw_conformal.json,True,artifacts/backtests/gbm_solar_mw_test.npz,True,reports/model_cards/solar_mw.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,pass,,COMPLETE,"Verified from active config, artifacts, metrics, calibration/backtest, runtime, and publication evidence."
Battery,Germany OPSD battery/energy witness,solar_mw,quantile_gbm,quantile_gbm,uncertainty_component,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",,False,reports/week2_metrics.json,False,artifacts/uncertainty/solar_mw_conformal.json,True,artifacts/backtests/solar_mw_test.npz,True,reports/model_cards/solar_mw.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,not_applicable,,PARTIAL,Configured quantile_gbm is treated as an uncertainty/calibration component; no independent checkpoint or model-quality metric key found.
Battery,Germany OPSD battery/energy witness,solar_mw,dl_lstm,lstm,candidate_model,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",artifacts/models/lstm_solar_mw.pt,True,reports/week2_metrics.json,True,artifacts/uncertainty/lstm_solar_mw_conformal.json,True,artifacts/backtests/lstm_solar_mw_test.npz,True,reports/model_cards/solar_mw.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,block,latency p95 10.239ms exceeds budget 5.000ms,PARTIAL,Model-quality gate marks this non-release candidate as blocked: latency p95 10.239ms exceeds budget 5.000ms
Battery,Germany OPSD battery/energy witness,solar_mw,dl_tcn,tcn,candidate_model,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",artifacts/models/tcn_solar_mw.pt,True,reports/week2_metrics.json,True,artifacts/uncertainty/tcn_solar_mw_conformal.json,True,artifacts/backtests/tcn_solar_mw_test.npz,True,reports/model_cards/solar_mw.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,block,latency p95 13.128ms exceeds budget 5.000ms,PARTIAL,Model-quality gate marks this non-release candidate as blocked: latency p95 13.128ms exceeds budget 5.000ms
Battery,Germany OPSD battery/energy witness,solar_mw,dl_nbeats,nbeats,candidate_model,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",artifacts/models/nbeats_solar_mw.pt,True,reports/week2_metrics.json,True,artifacts/uncertainty/nbeats_solar_mw_conformal.json,True,artifacts/backtests/nbeats_solar_mw_test.npz,True,reports/model_cards/solar_mw.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,pass,,COMPLETE,"Verified from active config, artifacts, metrics, calibration/backtest, runtime, and publication evidence."
Battery,Germany OPSD battery/energy witness,solar_mw,dl_tft,tft,candidate_model,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",artifacts/models/tft_solar_mw.pt,True,reports/week2_metrics.json,True,artifacts/uncertainty/tft_solar_mw_conformal.json,True,artifacts/backtests/tft_solar_mw_test.npz,True,reports/model_cards/solar_mw.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,block,underfit risk: r2 -0.395 is below policy floor 0.000,PARTIAL,Model-quality gate marks this non-release candidate as blocked: underfit risk: r2 -0.395 is below policy floor 0.000
Battery,Germany OPSD battery/energy witness,solar_mw,dl_patchtst,patchtst,candidate_model,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",artifacts/models/patchtst_solar_mw.pt,True,reports/week2_metrics.json,True,artifacts/uncertainty/patchtst_solar_mw_conformal.json,True,artifacts/backtests/patchtst_solar_mw_test.npz,True,reports/model_cards/solar_mw.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,pass,,COMPLETE,"Verified from active config, artifacts, metrics, calibration/backtest, runtime, and publication evidence."
Battery,Germany OPSD battery/energy witness,price_eur_mwh,baseline_gbm,gbm,release_model,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",artifacts/models/gbm_lightgbm_price_eur_mwh.pkl,True,reports/week2_metrics.json,True,artifacts/uncertainty/gbm_price_eur_mwh_conformal.json,True,artifacts/backtests/gbm_price_eur_mwh_test.npz,True,reports/model_cards/price_eur_mwh.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,pass,,COMPLETE,"Verified from active config, artifacts, metrics, calibration/backtest, runtime, and publication evidence."
Battery,Germany OPSD battery/energy witness,price_eur_mwh,quantile_gbm,quantile_gbm,uncertainty_component,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",,False,reports/week2_metrics.json,False,artifacts/uncertainty/price_eur_mwh_conformal.json,True,artifacts/backtests/price_eur_mwh_test.npz,True,reports/model_cards/price_eur_mwh.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,not_applicable,,PARTIAL,Configured quantile_gbm is treated as an uncertainty/calibration component; no independent checkpoint or model-quality metric key found.
Battery,Germany OPSD battery/energy witness,price_eur_mwh,dl_lstm,lstm,candidate_model,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",artifacts/models/lstm_price_eur_mwh.pt,True,reports/week2_metrics.json,False,artifacts/uncertainty/price_eur_mwh_conformal.json,True,artifacts/backtests/price_eur_mwh_test.npz,True,reports/model_cards/price_eur_mwh.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,not_in_gate,,PARTIAL,Canonical metrics file does not contain this model key for the target.
Battery,Germany OPSD battery/energy witness,price_eur_mwh,dl_tcn,tcn,candidate_model,configs/train_forecast.yaml,data/raw/time_series_60min_singleindex.csv;data/processed/features.parquet,True,data/processed/splits,True,"{""calibration"": 868, ""test"": 2537, ""train"": 12163, ""val"": 1737}",artifacts/models/tcn_price_eur_mwh.pt,True,reports/week2_metrics.json,False,artifacts/uncertainty/price_eur_mwh_conformal.json,True,artifacts/backtests/price_eur_mwh_test.npz,True,reports/model_cards/price_eur_mwh.md,True,reports/battery_av/battery/runtime_summary.csv,True,reports/battery_av/battery/runtime_comparator_summary.csv,True,reports/battery_av/battery/runtime_negative_controls.csv,True,reports/battery_av/battery/runtime_ablation_summary.csv,True,reports/publication/three_domain_ml_benchmark.csv;reports/publication/three_domain_forecast_calibration_runtime_evidence.csv;reports/publication/utility_preserving_safety_scorecard.csv;reports/publication/model_quality_gate.json;paper/assets/figures/fig_battery_deep_oqe_summary.png,True,not_in_gate,,PARTIAL,Canonical metrics file does not contain this model key for the target.
